mpg,cylinders,displacement,horsepower,weight,acceleration,model year,power_to_weight,origin_1,origin_2,origin_3
38.0,4,91.0,67.0,1995,16.2,82,0.033583959899749376,False,False,True
25.0,6,181.0,110.0,2945,16.4,82,0.03735144312393888,True,False,False
38.0,6,262.0,85.0,3015,17.0,82,0.028192371475953566,True,False,False
26.0,4,156.0,92.0,2585,14.5,82,0.035589941972920695,True,False,False
22.0,6,232.0,112.0,2835,14.7,82,0.03950617283950617,True,False,False
32.0,4,144.0,96.0,2665,13.9,82,0.03602251407129456,False,False,True
36.0,4,135.0,84.0,2370,13.0,82,0.035443037974683546,True,False,False
27.0,4,151.0,90.0,2950,17.3,82,0.030508474576271188,True,False,False
27.0,4,140.0,86.0,2790,15.6,82,0.03082437275985663,True,False,False
32.0,4,135.0,84.0,2295,11.6,82,0.036601307189542485,True,False,False
28.0,4,120.0,79.0,2625,18.6,82,0.030095238095238095,True,False,False
31.0,4,119.0,82.0,2720,19.4,82,0.030147058823529412,True,False,False
